pose,position_x,position_y,position_x,orientation_x,orientation_y,orientation_z,orientation_w,status,redundancy
pose,-0.030570584388617296,-0.4843209075778434,0.2163930740624389,0.738079309463501,0.6736520774243273,0.027304659255920242,0.026196498029160156,2,0.3632180083002146
pose,-0.04148076713917384,-0.48353445870089135,0.1636919986332575,0.7509797811508179,0.6584351052123066,0.03771708859568504,0.03271081572613572,2,0.324004306168158
pose,0.1731188201668607,-0.4970727448668908,0.333339720168954,0.6851145582400394,0.7264800667762756,-0.004332320824846572,0.05315993918691479,2,0.654683166347972
pose,0.2291667911738733,-0.5170271405205891,0.14610214011197734,0.7149617671966553,0.6934515420839862,0.07816465389811121,0.04295222611229928,2,0.4802047161469861
pose,0.24146111650014807,-0.5150597106989646,0.14343161948234973,0.7130738496780396,0.6996344057815188,0.04182535045717309,0.016970855302926854,2,0.4441289035161789
pose,0.24110602061080816,-0.5153099543219498,0.14334972444549682,0.7150600552558899,0.697495456689703,0.0435950359023779,0.016991656339201307,2,0.4418930666039549
pose,0.2272241055717581,-0.5088568993947398,0.32753472584849913,0.6943819323168912,0.7192647457122803,0.02102844969916397,0.007052445313531994,2,0.46401732391440065
pose,0.03827798031020099,-0.5791799374033577,0.1613328316963905,0.6967380385438006,0.7150581479072571,-0.036647806660888765,0.04364519236431042,2,0.27541648327512347
pose,0.039296114350144615,-0.5793464011159063,0.1614662180699981,0.700515374347287,0.7112836241722107,-0.036176983382221355,0.04522222248747756,2,0.2770601197183365
pose,0.0911944777867573,-0.5640194742337957,0.28819110642048645,0.6887732460867768,0.7233564257621765,-0.023676586203405875,0.04226513118702387,2,0.4042292243744017
pose,0.3189487580153628,-0.5873807183486393,0.14270333770964538,0.7069240212440491,0.7054584281635501,-0.02431221307883417,0.044673637484696826,2,0.3187357412962712
pose,0.3171138614589541,-0.588140621518624,0.14293428058031646,0.7024879281755455,0.7100129723548889,-0.019337999954399224,0.04492587128367239,2,0.31615895311475617
pose,0.31014570252404,-0.5634522296549972,0.26960096633513736,0.704186003470838,0.7095292210578918,-0.013139056018778034,0.022753208257813632,2,0.3235978012048268
pose,0.09366130332768789,-0.47493668918173004,0.15992304924933493,0.7106473445892334,0.7030444001840075,0.0005493985999125616,0.026619372840807343,2,0.2593981285804213
pose,0.09409045102386357,-0.47520387508308576,0.16018293933923464,0.7105976939201355,0.7030892846681439,0.002200017680996536,0.02667442262994857,2,0.2594649406568523
pose,0.385758901199541,-0.47218610332887834,0.3453319968289242,0.6733038414706365,0.7366071343421936,-0.005024002003628844,0.06361314517662396,2,0.6199157913872183
pose,0.4000548973503152,-0.5023260771953245,0.14672874810205597,0.7168937921524048,0.6971541146667014,-0.00368098564537917,-0.005086893286251381,2,0.39135271398795085
pose,0.39838318037030873,-0.5038488703663616,0.1465113093415799,0.7143398523330688,0.6997740124668802,0.003819783469922177,-0.00450608821546311,2,0.381797212066121
pose,0.394245001230049,-0.4939036980500568,0.24320328469454655,0.7009466430445149,0.7119683623313904,0.040453978904438,0.011760176098214154,2,0.3893904768527648
